Date,Campaign,Platform,Placement,Age_Group,Region,Device,Spend_USD,Impressions,Reach,Clicks,Engagements,Conversions,Revenue_USD,CTR_%,Engagement_Rate_%,CPA_USD,ROAS,ROI_%
22-12-2025,Campaign 16,Facebook,Explore,45+,South,Mobile,1967.01,43353,3413,5053,1410,594,29047.15,11.66,41.31,3.31,14.77,1376.72
23-12-2025,Campaign 10,Instagram,Explore,25-34,East,Desktop,1180.33,18011,23555,2895,8446,326,14895.76,16.07,35.86,3.62,12.62,1162
24-12-2025,Campaign 12,Facebook,Reels,25-34,East,Desktop,52.12,85537,11952,3088,2312,698,38727.02,3.61,19.34,0.07,743.04,74203.57
25-12-2025,Campaign 6,Instagram,Stories,25-34,East,Mobile,1806.28,62985,69993,904,9554,465,14410.59,1.44,13.65,3.88,7.98,697.8
26-12-2025,Campaign 12,Facebook,Explore,25-34,West,Desktop,1161.96,19044,75000,7410,6892,711,66154.95,38.91,9.19,1.63,56.93,5593.39
27-12-2025,Campaign 10,Facebook,Explore,35-44,South,Desktop,763.69,40292,67686,2778,9654,674,34759.43,6.89,14.26,1.13,45.52,4451.51
28-12-2025,Campaign 18,Instagram,Reels,18-24,East,Desktop,1666.93,7250,33264,965,9229,150,12748.61,13.31,27.74,11.11,7.65,664.8
29-12-2025,Campaign 18,Instagram,Reels,25-34,East,Desktop,829.67,25289,48553,7335,8803,58,2908.92,29,18.13,14.3,3.51,250.61
30-12-2025,Campaign 4,Facebook,Reels,25-34,East,Desktop,116.39,35087,55359,7223,8478,360,26365.53,20.59,15.31,0.32,226.53,22552.75
31-12-2025,Campaign 9,Facebook,Feed,35-44,East,Desktop,1651.09,77952,10808,4988,1945,281,10398.06,6.4,18,5.88,6.3,529.77
01-01-2026,Campaign 7,Instagram,Feed,25-34,North,Desktop,1114.43,92695,53330,6676,7760,825,53094.24,7.2,14.55,1.35,47.64,4664.25
02-01-2026,Campaign 18,Instagram,Feed,25-34,South,Mobile,709.38,38368,39345,181,1802,599,31354.83,0.47,4.58,1.18,44.2,4320.03
03-01-2026,Campaign 8,Instagram,Reels,18-24,South,Mobile,539.24,72815,70617,1166,490,404,16109.85,1.6,0.69,1.33,29.88,2887.51
04-01-2026,Campaign 11,Instagram,Stories,45+,West,Desktop,1207.91,92693,40222,7980,754,672,59638.55,8.61,1.87,1.8,49.37,4837.33
05-01-2026,Campaign 7,Facebook,Explore,25-34,North,Mobile,455.7,63040,58755,3643,5935,520,8167.96,5.78,10.1,0.88,17.92,1692.4
06-01-2026,Campaign 9,Facebook,Feed,35-44,West,Desktop,681.51,60900,9933,7780,4371,503,25782.62,12.78,44,1.35,37.83,3683.16
07-01-2026,Campaign 8,Facebook,Stories,18-24,East,Mobile,1291.23,17494,69207,910,9055,315,7391.49,5.2,13.08,4.1,5.72,472.44
08-01-2026,Campaign 3,Instagram,Reels,35-44,West,Desktop,1769.01,47166,44739,343,3500,275,23870.06,0.73,7.82,6.43,13.49,1249.35
09-01-2026,Campaign 17,Instagram,Feed,18-24,East,Mobile,1089.14,93110,48738,2738,5419,580,16866.16,2.94,11.12,1.88,15.49,1448.58
10-01-2026,Campaign 2,Facebook,Reels,18-24,East,Desktop,1530.26,27333,22883,1049,6832,453,29524.67,3.84,29.86,3.38,19.29,1829.39
11-01-2026,Campaign 15,Facebook,Stories,25-34,South,Mobile,1537.97,35050,44401,6585,6774,116,2404.51,18.79,15.26,13.26,1.56,56.34
12-01-2026,Campaign 14,Facebook,Feed,25-34,South,Mobile,1345.49,99799,16380,2346,1185,243,10562.43,2.35,7.23,5.54,7.85,685.02
13-01-2026,Campaign 18,Facebook,Feed,25-34,South,Desktop,529.38,81566,19212,3735,5546,148,13384.96,4.58,28.87,3.58,25.28,2428.42
14-01-2026,Campaign 16,Facebook,Feed,45+,South,Desktop,1740.24,90257,29174,7812,4476,378,7853.37,8.66,15.34,4.6,4.51,351.28
15-01-2026,Campaign 20,Facebook,Feed,45+,South,Mobile,900.74,50070,7861,6896,2063,24,1632.09,13.77,26.24,37.53,1.81,81.19
16-01-2026,Campaign 4,Instagram,Stories,35-44,North,Mobile,136.21,7166,7094,7634,5277,580,14168.52,106.53,74.39,0.23,104.02,10301.97
17-01-2026,Campaign 20,Facebook,Feed,25-34,South,Desktop,526.99,9121,52319,7360,4672,293,13037.37,80.69,8.93,1.8,24.74,2373.93
18-01-2026,Campaign 6,Facebook,Explore,45+,West,Mobile,1542.82,16677,47728,5406,7643,597,33646.09,32.42,16.01,2.58,21.81,2080.82
19-01-2026,Campaign 6,Facebook,Explore,25-34,East,Desktop,184.81,58561,25363,336,9007,201,12028.67,0.57,35.51,0.92,65.09,6408.67
20-01-2026,Campaign 11,Facebook,Reels,45+,South,Mobile,337.36,98777,40300,6470,342,386,24024.09,6.55,0.85,0.87,71.21,7021.2
21-01-2026,Campaign 17,Facebook,Feed,45+,North,Mobile,1403.74,83909,55808,6580,6610,585,38500.3,7.84,11.84,2.4,27.43,2642.69
22-01-2026,Campaign 3,Facebook,Explore,18-24,West,Desktop,1790.57,89409,6943,7599,4015,702,21634.25,8.5,57.83,2.55,12.08,1108.23
23-01-2026,Campaign 13,Facebook,Explore,25-34,West,Desktop,1285.78,39664,43616,499,9815,683,29457.73,1.26,22.5,1.88,22.91,2191.04
24-01-2026,Campaign 3,Instagram,Explore,25-34,East,Desktop,483.47,3293,75329,2388,937,721,6161.14,72.52,1.24,0.67,12.74,1174.36
25-01-2026,Campaign 16,Facebook,Stories,45+,West,Mobile,154.16,24443,26287,3290,3423,496,38703.83,13.46,13.02,0.31,251.06,25006.27
26-01-2026,Campaign 15,Instagram,Feed,25-34,West,Mobile,1249.5,51212,34971,6636,3053,168,14200.11,12.96,8.73,7.44,11.36,1036.46
27-01-2026,Campaign 11,Instagram,Stories,45+,West,Mobile,142.43,86131,57152,2753,9637,610,14595.77,3.2,16.86,0.23,102.48,10147.68
28-01-2026,Campaign 18,Instagram,Stories,25-34,West,Desktop,1244.81,77276,43351,5353,1532,253,6106.71,6.93,3.53,4.92,4.91,390.57
29-01-2026,Campaign 15,Facebook,Explore,18-24,North,Mobile,489.88,14559,61040,3166,6954,72,647.53,21.75,11.39,6.8,1.32,32.18
30-01-2026,Campaign 5,Facebook,Explore,25-34,East,Mobile,1814.08,67231,61616,5924,7755,859,83483.17,8.81,12.59,2.11,46.02,4501.96
31-01-2026,Campaign 16,Facebook,Reels,18-24,South,Desktop,976.43,41044,24897,7020,8531,25,2042.07,17.1,34.27,39.06,2.09,109.14
01-02-2026,Campaign 16,Facebook,Feed,35-44,West,Mobile,486.68,23747,24010,6115,8430,835,32787.78,25.75,35.11,0.58,67.37,6637.03
02-02-2026,Campaign 17,Facebook,Feed,25-34,North,Mobile,1713.63,75509,41154,7485,8711,516,26203.14,9.91,21.17,3.32,15.29,1429.1
03-02-2026,Campaign 9,Facebook,Explore,25-34,East,Desktop,545.37,82869,21114,4621,403,601,19674.85,5.58,1.91,0.91,36.08,3507.62
04-02-2026,Campaign 3,Facebook,Explore,25-34,South,Desktop,647.87,32129,20050,302,2262,394,24324.84,0.94,11.28,1.64,37.55,3654.59
05-02-2026,Campaign 20,Facebook,Feed,18-24,East,Desktop,1676.84,2037,22125,1469,6586,540,39497.92,72.12,29.77,3.11,23.55,2255.5
06-02-2026,Campaign 13,Facebook,Reels,25-34,North,Desktop,652.14,99847,51396,2386,4202,115,5462.5,2.39,8.18,5.67,8.38,737.63
07-02-2026,Campaign 3,Facebook,Explore,25-34,North,Desktop,849.82,50503,45846,1285,6974,953,83855.85,2.54,15.21,0.89,98.67,9767.48
08-02-2026,Campaign 7,Instagram,Reels,45+,North,Desktop,727.95,30207,21396,1049,1268,867,46919.84,3.47,5.93,0.84,64.45,6345.48
09-02-2026,Campaign 6,Facebook,Stories,35-44,West,Desktop,276.98,35241,39973,3810,515,599,11203.73,10.81,1.29,0.46,40.45,3944.96
10-02-2026,Campaign 9,Facebook,Explore,18-24,North,Desktop,125.85,2058,24574,4166,5343,874,56038.85,202.43,21.74,0.14,445.28,44428.29
11-02-2026,Campaign 12,Facebook,Stories,45+,South,Desktop,1462.85,70172,14869,4461,249,464,22695.14,6.36,1.67,3.15,15.51,1451.43
12-02-2026,Campaign 15,Instagram,Explore,18-24,West,Mobile,1308.02,98171,67194,2661,6624,82,7698.88,2.71,9.86,15.95,5.89,488.59
13-02-2026,Campaign 20,Facebook,Stories,45+,East,Desktop,600.61,16834,63167,5607,5999,438,18496.71,33.31,9.5,1.37,30.8,2979.65
14-02-2026,Campaign 3,Facebook,Explore,35-44,South,Desktop,626.42,83113,57147,1496,938,384,16616.54,1.8,1.64,1.63,26.53,2552.62
15-02-2026,Campaign 10,Instagram,Reels,45+,West,Mobile,1892.76,29190,13122,5402,6244,656,43836.2,18.51,47.58,2.89,23.16,2215.99
16-02-2026,Campaign 1,Facebook,Reels,18-24,North,Desktop,1975.96,74832,44827,2220,9988,444,24448.28,2.97,22.28,4.45,12.37,1137.29
17-02-2026,Campaign 19,Instagram,Reels,25-34,East,Mobile,973.2,23383,14335,2971,9713,892,36190.88,12.71,67.76,1.09,37.19,3618.75
18-02-2026,Campaign 19,Instagram,Stories,25-34,North,Mobile,1614.78,26660,64576,5105,7566,787,77935.48,19.15,11.72,2.05,48.26,4726.38
19-02-2026,Campaign 13,Instagram,Reels,35-44,South,Desktop,1486.54,4674,22677,3733,1420,343,11561.71,79.87,6.26,4.33,7.78,677.76
20-02-2026,Campaign 12,Instagram,Stories,18-24,South,Mobile,629.77,24820,29223,2311,1623,992,31114.31,9.31,5.55,0.63,49.41,4840.58
21-02-2026,Campaign 1,Facebook,Explore,18-24,West,Desktop,164.2,87040,30814,1995,5334,428,37287.63,2.29,17.31,0.38,227.09,22608.67
22-02-2026,Campaign 19,Instagram,Stories,18-24,South,Desktop,327.98,27666,44185,4984,6244,173,920.43,18.01,14.13,1.9,2.81,180.64
23-02-2026,Campaign 16,Instagram,Explore,35-44,East,Mobile,1684.67,45794,77794,6840,652,713,17196.88,14.94,0.84,2.36,10.21,920.79
24-02-2026,Campaign 15,Facebook,Feed,25-34,West,Mobile,1475.87,4076,76675,5113,3856,969,59198.57,125.44,5.03,1.52,40.11,3911.1
25-02-2026,Campaign 16,Facebook,Feed,45+,East,Mobile,1345.45,66854,43325,1903,3771,266,5435.12,2.85,8.7,5.06,4.04,303.96
26-02-2026,Campaign 11,Facebook,Feed,35-44,North,Desktop,304.77,54342,41503,6923,581,731,72114.15,12.74,1.4,0.42,236.62,23561.83
27-02-2026,Campaign 6,Instagram,Stories,45+,East,Desktop,1297.86,39555,20514,649,699,583,28624.47,1.64,3.41,2.23,22.06,2105.51
28-02-2026,Campaign 11,Facebook,Feed,25-34,East,Mobile,1555.7,57208,57196,4937,7777,233,14387.65,8.63,13.6,6.68,9.25,824.83
01-03-2026,Campaign 3,Instagram,Feed,35-44,South,Desktop,1728.17,34406,21917,4185,9456,165,3338.85,12.16,43.14,10.47,1.93,93.2
02-03-2026,Campaign 15,Instagram,Feed,25-34,North,Desktop,75.8,63572,55699,6945,9295,431,14003.59,10.92,16.69,0.18,184.74,18374.39
03-03-2026,Campaign 1,Facebook,Explore,45+,South,Mobile,1384.73,42262,51119,3453,2082,126,7987.06,8.17,4.07,10.99,5.77,476.8
04-03-2026,Campaign 7,Facebook,Reels,18-24,North,Mobile,87.24,93320,26061,3040,1734,153,8752.76,3.26,6.65,0.57,100.33,9932.97
05-03-2026,Campaign 1,Facebook,Stories,18-24,North,Mobile,1428.4,88661,10947,4793,7930,856,68064.48,5.41,72.44,1.67,47.65,4665.09
06-03-2026,Campaign 17,Facebook,Feed,45+,East,Mobile,1289.46,25216,33632,4327,3097,709,21679.2,17.16,9.21,1.82,16.81,1581.26
07-03-2026,Campaign 9,Facebook,Explore,18-24,South,Mobile,339.28,70117,20352,4410,786,747,50113.62,6.29,3.86,0.45,147.71,14670.58
08-03-2026,Campaign 13,Facebook,Reels,45+,East,Mobile,1543.94,83136,24653,2868,5629,115,3753.91,3.45,22.83,13.43,2.43,143.14
09-03-2026,Campaign 11,Instagram,Reels,35-44,East,Mobile,183.28,32284,68115,7911,1859,661,40150.13,24.5,2.73,0.28,219.06,21806.44
10-03-2026,Campaign 20,Instagram,Reels,35-44,East,Mobile,1661.48,22171,44755,7750,7123,225,14057.54,34.96,15.92,7.38,8.46,746.09
11-03-2026,Campaign 6,Facebook,Explore,35-44,North,Mobile,560.76,92627,72988,912,6308,908,15049.84,0.98,8.64,0.62,26.84,2583.83
12-03-2026,Campaign 1,Instagram,Feed,18-24,South,Mobile,1393.26,16333,38921,4577,7334,68,3884.17,28.02,18.84,20.49,2.79,178.78
13-03-2026,Campaign 7,Instagram,Reels,25-34,South,Desktop,1851.19,32535,60003,4105,2580,642,3938.12,12.62,4.3,2.88,2.13,112.73
14-03-2026,Campaign 12,Instagram,Explore,18-24,East,Desktop,712.66,91023,47668,1269,9629,734,38619.43,1.39,20.2,0.97,54.19,5319.05
15-03-2026,Campaign 20,Instagram,Explore,18-24,North,Mobile,1030.64,77940,56175,3845,7576,800,57011.66,4.93,13.49,1.29,55.32,5431.68
16-03-2026,Campaign 19,Instagram,Stories,25-34,South,Desktop,953.08,35700,48738,4654,7870,358,4267.04,13.04,16.15,2.66,4.48,347.71
17-03-2026,Campaign 17,Instagram,Explore,25-34,West,Desktop,357.34,85583,54452,4592,214,478,45016.86,5.37,0.39,0.75,125.98,12497.77
18-03-2026,Campaign 4,Facebook,Reels,25-34,South,Desktop,1201.11,43516,69323,577,668,913,44355.16,1.33,0.96,1.32,36.93,3592.85
19-03-2026,Campaign 3,Facebook,Reels,25-34,East,Desktop,1498.85,17577,47149,7419,9845,752,70800.46,42.21,20.88,1.99,47.24,4623.65
20-03-2026,Campaign 1,Facebook,Explore,18-24,West,Desktop,1837.91,91834,16839,2972,8051,489,7434.19,3.24,47.81,3.76,4.04,304.49
21-03-2026,Campaign 18,Instagram,Reels,45+,North,Desktop,1709.07,17015,3155,5899,2789,17,1619.09,34.67,88.4,100.53,0.95,-5.26
22-03-2026,Campaign 15,Facebook,Explore,35-44,West,Mobile,1044.54,93104,8019,5774,4690,938,14420.55,6.2,58.49,1.11,13.81,1280.56
23-03-2026,Campaign 8,Facebook,Reels,45+,West,Mobile,1452.08,93740,55512,3254,3440,157,7668.21,3.47,6.2,9.25,5.28,428.08
24-03-2026,Campaign 1,Facebook,Stories,18-24,East,Desktop,1611.53,99284,62690,1212,3088,243,22868.55,1.22,4.93,6.63,14.19,1319.06
25-03-2026,Campaign 20,Instagram,Feed,25-34,South,Desktop,1012.3,93803,27190,4814,3251,194,5258.81,5.13,11.96,5.22,5.19,419.49
26-03-2026,Campaign 14,Facebook,Stories,35-44,North,Mobile,275.08,23236,11928,3614,3115,667,5539.15,15.55,26.12,0.41,20.14,1913.65
27-03-2026,Campaign 4,Instagram,Stories,35-44,West,Desktop,903.96,68640,49425,896,9113,90,7231.1,1.31,18.44,10.04,8,699.94
28-03-2026,Campaign 5,Facebook,Feed,45+,East,Desktop,1692.83,85190,75134,2167,6445,25,1540.22,2.54,8.58,67.71,0.91,-9.02
29-03-2026,Campaign 13,Facebook,Reels,18-24,South,Desktop,1213.45,47704,49974,7009,3674,698,37568.11,14.69,7.35,1.74,30.96,2995.98
30-03-2026,Campaign 15,Facebook,Feed,18-24,West,Desktop,1462.69,44369,48796,3136,7938,323,2668.83,7.07,16.27,4.53,1.82,82.46
31-03-2026,Campaign 6,Instagram,Explore,18-24,East,Desktop,411.27,5646,49743,1820,1708,162,10863.23,32.24,3.43,2.54,26.41,2541.39
01-04-2026,Campaign 1,Instagram,Feed,35-44,East,Mobile,1930.46,89007,71035,3333,659,975,20771.61,3.74,0.93,1.98,10.76,975.99
02-04-2026,Campaign 19,Instagram,Stories,45+,East,Mobile,837.96,27906,38677,1875,6721,968,90472.85,6.72,17.38,0.87,107.97,10696.8
03-04-2026,Campaign 13,Instagram,Feed,35-44,North,Desktop,1324.59,88643,57321,7277,7226,485,34019.87,8.21,12.61,2.73,25.68,2468.33
04-04-2026,Campaign 6,Instagram,Reels,35-44,South,Mobile,86.8,49728,59973,3373,5665,883,63724.54,6.78,9.45,0.1,734.15,73315.37
05-04-2026,Campaign 15,Facebook,Stories,25-34,West,Desktop,298.27,16878,53414,495,4535,80,2167.61,2.93,8.49,3.73,7.27,626.73
06-04-2026,Campaign 16,Facebook,Explore,45+,South,Desktop,1574.97,11145,26602,1075,5750,333,29527.65,9.65,21.61,4.73,18.75,1774.81
07-04-2026,Campaign 16,Instagram,Reels,25-34,South,Desktop,1937.54,90578,30692,1821,8903,420,23555.53,2.01,29.01,4.61,12.16,1115.74
08-04-2026,Campaign 10,Instagram,Stories,18-24,West,Desktop,674.11,20226,49750,1409,1981,207,17889.56,6.97,3.98,3.26,26.54,2553.8
09-04-2026,Campaign 9,Facebook,Explore,35-44,South,Desktop,122.5,4802,22760,68,4269,233,7162.42,1.42,18.76,0.53,58.47,5746.87
10-04-2026,Campaign 9,Instagram,Reels,45+,North,Desktop,753.69,26119,69456,6163,3963,156,11975.94,23.6,5.71,4.83,15.89,1488.97
11-04-2026,Campaign 17,Facebook,Explore,18-24,West,Desktop,84.06,65560,25085,610,7536,779,46415.82,0.93,30.04,0.11,552.17,55117.49
12-04-2026,Campaign 17,Instagram,Feed,45+,West,Desktop,425.13,59353,64964,7295,3808,76,729.59,12.29,5.86,5.59,1.72,71.62
13-04-2026,Campaign 17,Facebook,Feed,35-44,East,Desktop,1517.32,94721,23925,521,1809,229,9963.22,0.55,7.56,6.63,6.57,556.63
14-04-2026,Campaign 12,Instagram,Explore,45+,South,Mobile,1877.32,64126,6615,77,7960,477,10718.9,0.12,120.33,3.94,5.71,470.97
15-04-2026,Campaign 13,Instagram,Feed,18-24,West,Desktop,220.53,73641,38083,609,1792,901,35248.46,0.83,4.71,0.24,159.84,15883.52
16-04-2026,Campaign 12,Facebook,Explore,25-34,West,Mobile,1137.91,53712,69319,2705,9537,647,26797.71,5.04,13.76,1.76,23.55,2254.99
17-04-2026,Campaign 14,Facebook,Reels,35-44,North,Mobile,545.07,54189,10605,3286,225,364,18243.02,6.06,2.12,1.5,33.47,3246.91
18-04-2026,Campaign 10,Instagram,Stories,25-34,East,Desktop,321.17,59784,45608,4603,1299,544,33743.01,7.7,2.85,0.59,105.06,10406.28
19-04-2026,Campaign 19,Instagram,Explore,35-44,West,Mobile,477.01,70285,20192,994,6192,815,48282.94,1.41,30.67,0.59,101.22,10022
20-04-2026,Campaign 2,Facebook,Stories,18-24,North,Desktop,1176.64,44949,4331,3998,2811,613,5335.66,8.89,64.9,1.92,4.53,353.47
21-04-2026,Campaign 4,Instagram,Stories,35-44,West,Desktop,177.01,36129,52330,5345,9282,50,3815.77,14.79,17.74,3.54,21.56,2055.68
22-04-2026,Campaign 19,Facebook,Explore,25-34,West,Desktop,896.73,26512,50949,3706,9813,5,475.86,13.98,19.26,179.35,0.53,-46.93
23-04-2026,Campaign 7,Facebook,Feed,35-44,West,Desktop,313.69,81031,69382,5129,6328,682,26001.06,6.33,9.12,0.46,82.89,8188.78
24-04-2026,Campaign 15,Instagram,Reels,18-24,North,Mobile,581.72,65554,38586,5013,6095,249,5496.91,7.65,15.8,2.34,9.45,844.94
25-04-2026,Campaign 15,Facebook,Stories,35-44,South,Mobile,421.97,4064,53243,3113,8282,223,12554.93,76.6,15.56,1.89,29.75,2875.31
26-04-2026,Campaign 6,Facebook,Reels,25-34,West,Desktop,1771.8,97614,59618,6222,5602,618,44475.44,6.37,9.4,2.87,25.1,2410.18
27-04-2026,Campaign 3,Instagram,Stories,18-24,West,Mobile,1430.62,53567,79311,2029,5860,295,20501.31,3.79,7.39,4.85,14.33,1333.04
28-04-2026,Campaign 6,Facebook,Explore,25-34,South,Mobile,1743.5,32011,8549,2766,5682,462,29175.49,8.64,66.46,3.77,16.73,1573.39
29-04-2026,Campaign 16,Facebook,Feed,35-44,West,Mobile,797.75,73152,53494,4971,2598,208,3929.55,6.8,4.86,3.84,4.93,392.58
30-04-2026,Campaign 2,Facebook,Reels,45+,East,Desktop,661.16,75511,24958,865,2665,206,17406.66,1.15,10.68,3.21,26.33,2532.75
01-05-2026,Campaign 7,Facebook,Stories,25-34,West,Mobile,792.15,12960,38538,2376,7089,570,25897.41,18.33,18.39,1.39,32.69,3169.26
02-05-2026,Campaign 11,Instagram,Explore,35-44,East,Mobile,86.17,95528,6833,2380,4890,486,12655.2,2.49,71.56,0.18,146.86,14586.32
03-05-2026,Campaign 7,Facebook,Explore,45+,South,Mobile,1463.17,60920,24386,7696,5124,796,10503.45,12.63,21.01,1.84,7.18,617.86
04-05-2026,Campaign 4,Instagram,Stories,45+,North,Desktop,732.06,23387,72778,1052,8407,515,22962.98,4.5,11.55,1.42,31.37,3036.76
05-05-2026,Campaign 20,Facebook,Stories,18-24,South,Mobile,660.98,17324,25832,1592,1131,928,59120.5,9.19,4.38,0.71,89.44,8844.37
06-05-2026,Campaign 7,Instagram,Stories,45+,West,Mobile,1216.38,65960,78857,6498,1341,282,19235.47,9.85,1.7,4.31,15.81,1481.37
07-05-2026,Campaign 4,Facebook,Feed,25-34,East,Desktop,900.69,73779,39930,6887,1842,20,1929.2,9.33,4.61,45.03,2.14,114.19
08-05-2026,Campaign 12,Instagram,Stories,25-34,North,Mobile,1962.64,34628,33407,4254,5809,529,10341.46,12.28,17.39,3.71,5.27,426.92
09-05-2026,Campaign 5,Facebook,Stories,45+,West,Desktop,744.69,77096,5073,6517,6099,360,35513.46,8.45,120.22,2.07,47.69,4668.89
10-05-2026,Campaign 19,Facebook,Feed,35-44,North,Desktop,1247.1,49452,18667,1279,4190,360,24189.92,2.59,22.45,3.46,19.4,1839.69
11-05-2026,Campaign 5,Facebook,Explore,25-34,North,Desktop,657.72,43098,17035,3355,8260,834,40158.57,7.78,48.49,0.79,61.06,6005.72
12-05-2026,Campaign 19,Facebook,Stories,25-34,West,Desktop,1981.66,72459,7732,6107,6983,943,84283.88,8.43,90.31,2.1,42.53,4153.2
13-05-2026,Campaign 3,Instagram,Reels,18-24,South,Desktop,917.97,41235,56097,6651,5229,603,42798.27,16.13,9.32,1.52,46.62,4562.27
14-05-2026,Campaign 11,Instagram,Explore,35-44,West,Desktop,1286.55,88861,4487,7404,4503,82,3126.51,8.33,100.36,15.69,2.43,143.02
15-05-2026,Campaign 7,Facebook,Reels,45+,West,Mobile,297.11,29949,58702,6109,6677,932,82936.95,20.4,11.37,0.32,279.15,27814.56
16-05-2026,Campaign 17,Instagram,Stories,35-44,South,Desktop,1479.4,24821,30075,2579,4997,71,4851.32,10.39,16.62,20.84,3.28,227.92
17-05-2026,Campaign 9,Facebook,Feed,18-24,East,Mobile,574.96,73612,72031,5067,263,863,61609.18,6.88,0.37,0.67,107.15,10615.39
18-05-2026,Campaign 9,Facebook,Feed,18-24,West,Mobile,924.8,24032,15781,1480,3410,727,65544.17,6.16,21.61,1.27,70.87,6987.39
19-05-2026,Campaign 10,Instagram,Feed,35-44,North,Desktop,1772.11,75537,40865,3962,3488,218,10376.7,5.25,8.54,8.13,5.86,485.56
20-05-2026,Campaign 13,Instagram,Stories,18-24,West,Mobile,1942.58,17303,9469,1582,1095,701,47251.53,9.14,11.56,2.77,24.32,2332.41
21-05-2026,Campaign 15,Instagram,Stories,18-24,West,Mobile,877.92,83993,46167,1942,6261,453,34312.69,2.31,13.56,1.94,39.08,3808.41
22-05-2026,Campaign 5,Facebook,Reels,18-24,North,Mobile,1677.87,14303,20928,6713,1977,969,46632.45,46.93,9.45,1.73,27.79,2679.26
23-05-2026,Campaign 3,Facebook,Feed,35-44,South,Desktop,154.03,52701,77521,3174,8203,437,5649.51,6.02,10.58,0.35,36.68,3567.8
24-05-2026,Campaign 8,Instagram,Stories,18-24,East,Mobile,1702.77,52511,40599,1471,3364,549,42979.44,2.8,8.29,3.1,25.24,2424.09
25-05-2026,Campaign 20,Facebook,Explore,45+,East,Mobile,1277.55,82664,17775,5368,1448,119,1135.56,6.49,8.15,10.74,0.89,-11.11
26-05-2026,Campaign 10,Instagram,Stories,45+,North,Desktop,1002.98,20280,67504,440,2351,791,57902.68,2.17,3.48,1.27,57.73,5673.06
27-05-2026,Campaign 13,Instagram,Stories,25-34,South,Mobile,1785.43,41427,76918,5818,7390,424,38810.05,14.04,9.61,4.21,21.74,2073.71
28-05-2026,Campaign 3,Instagram,Explore,45+,West,Mobile,1698.41,99180,71687,2868,9885,503,19094.91,2.89,13.79,3.38,11.24,1024.28
29-05-2026,Campaign 8,Instagram,Feed,25-34,West,Mobile,629.04,8967,27804,1919,8118,714,10492.85,21.4,29.2,0.88,16.68,1568.07
30-05-2026,Campaign 9,Instagram,Explore,35-44,West,Desktop,1593.4,8661,33259,3010,6690,384,10414.88,34.75,20.11,4.15,6.54,553.63
31-05-2026,Campaign 12,Instagram,Feed,18-24,West,Mobile,244.01,79952,44560,5667,7758,147,8587.26,7.09,17.41,1.66,35.19,3419.22
01-06-2026,Campaign 11,Facebook,Explore,45+,West,Mobile,1654.39,68046,28256,1245,532,744,70347.19,1.83,1.88,2.22,42.52,4152.15
02-06-2026,Campaign 2,Facebook,Reels,25-34,North,Desktop,1367.14,37200,7125,6279,5843,636,34132.12,16.88,82.01,2.15,24.97,2396.61
03-06-2026,Campaign 18,Instagram,Feed,35-44,West,Desktop,221.34,69442,5370,2655,5347,869,13652.03,3.82,99.57,0.25,61.68,6067.9
04-06-2026,Campaign 9,Instagram,Stories,25-34,West,Desktop,1382.01,63671,5838,907,7815,28,1809.9,1.42,133.86,49.36,1.31,30.96
05-06-2026,Campaign 2,Instagram,Reels,18-24,South,Mobile,1182.01,93070,58429,5355,3917,543,40518.81,5.75,6.7,2.18,34.28,3327.96
06-06-2026,Campaign 2,Facebook,Feed,45+,West,Desktop,1209.37,60168,4134,3277,1170,949,40201.49,5.45,28.3,1.27,33.24,3224.17
07-06-2026,Campaign 3,Instagram,Feed,35-44,East,Desktop,617.18,50322,44199,1566,4700,79,5809.96,3.11,10.63,7.81,9.41,841.37
08-06-2026,Campaign 16,Instagram,Feed,25-34,North,Desktop,569.67,83984,78092,7738,8406,757,27144.63,9.21,10.76,0.75,47.65,4664.97
09-06-2026,Campaign 19,Instagram,Explore,35-44,North,Mobile,1536.94,39696,34822,5796,9731,539,43100.36,14.6,27.94,2.85,28.04,2704.3
10-06-2026,Campaign 4,Facebook,Feed,25-34,North,Desktop,550.79,72246,21113,6859,1094,677,25321.06,9.49,5.18,0.81,45.97,4497.23
11-06-2026,Campaign 18,Instagram,Stories,25-34,East,Desktop,920.21,40892,64594,1203,4418,45,1319.86,2.94,6.84,20.45,1.43,43.43
12-06-2026,Campaign 20,Facebook,Feed,18-24,West,Desktop,1404.84,17583,3669,892,4831,754,66745.76,5.07,131.67,1.86,47.51,4651.13
13-06-2026,Campaign 18,Facebook,Stories,18-24,North,Desktop,205.25,84720,50427,5250,6168,755,43114.26,6.2,12.23,0.27,210.06,20905.73
14-06-2026,Campaign 10,Instagram,Stories,25-34,East,Desktop,1209.37,57215,13938,7601,7770,572,18355.39,13.28,55.75,2.11,15.18,1417.76
15-06-2026,Campaign 11,Facebook,Stories,45+,South,Mobile,1199.28,26853,6717,5971,4867,417,39128.47,22.24,72.46,2.88,32.63,3162.66
16-06-2026,Campaign 17,Facebook,Reels,35-44,West,Mobile,1384.25,8109,78818,1732,1057,419,29594.33,21.36,1.34,3.3,21.38,2037.93
17-06-2026,Campaign 20,Facebook,Stories,35-44,East,Desktop,771.36,61757,48659,344,8387,453,11762.84,0.56,17.24,1.7,15.25,1424.95
